Age,Gender,Income,Credit Score,Credit History Length,Number of Existing Loans,Loan Amount,Loan Tenure,Existing Customer,State,City,LTV Ratio,Employment Profile,Profile Score,Occupation
45,Female,89000,687,459,7,150000,161,Yes,Rajasthan,Udaipur,82.98370775494276,Self-Employed,80,Business Owner
30,Female,43000,629,393,5,49204,307,No,Rajasthan,Udaipur,84.24877879369636,Self-Employed,82,Business Owner
50,Female,34000,652,69,6,117345,301,Yes,Delhi,New Delhi,95.0,Salaried,74,Software Engineer
44,Male,87000,328,430,0,150000,56,No,Tamil Nadu,Coimbatore,93.04289024579558,Salaried,40,Teacher
23,Female,28000,592,481,5,131744,46,No,Telangana,Hyderabad,95.0,Salaried,65,Banker
31,Male,59000,639,354,6,150000,125,No,Delhi,Dhulagori,95.0,Salaried,93,Software Engineer
47,Male,37000,502,599,3,99796,17,No,Kerala,Kochi,85.36881417333717,Freelancer,61,Writer
65,Female,141000,427,601,2,53221,35,No,Karnataka,Mysuru,95.0,Salaried,47,Doctor
27,Female,68000,414,332,2,93179,44,No,West Bengal,Kolkata,59.17022213708771,Self-Employed,60,Shopkeeper
35,Female,53000,509,228,3,128483,45,No,Karnataka,Bengaluru,92.18319839802754,Self-Employed,58,Farmer
29,Female,72000,385,505,1,118258,68,No,Delhi,Dhulagori,51.93314358453341,Salaried,98,Banker
28,Female,54000,770,418,8,54742,144,Yes,Rajasthan,Udaipur,40.0,Freelancer,100,Graphic Designer
22,Female,56000,751,510,8,138285,138,Yes,Gujarat,Surat,40.0,Self-Employed,100,Farmer
62,Male,84000,658,266,6,51943,316,Yes,Uttar Pradesh,Kanpur,68.11728730641656,Salaried,99,Banker
60,Female,61000,547,293,4,76563,95,No,Karnataka,Mysuru,61.548557499881994,Salaried,98,Banker
23,Male,50000,377,236,1,61923,23,No,Maharashtra,Nagpur,95.0,Self-Employed,15,Farmer
33,Male,42000,513,85,3,150000,21,No,Gujarat,Surat,59.28458603529122,Self-Employed,84,Shopkeeper
34,Female,73000,364,357,1,150000,62,No,Maharashtra,Nagpur,77.31407358154414,Salaried,62,Doctor
51,Male,32000,631,190,6,92712,89,No,Telangana,Hyderabad,95.0,Self-Employed,75,Shopkeeper
56,Other,59000,474,281,3,130144,99,No,Delhi,New Delhi,58.396604822624894,Salaried,73,Doctor
65,Female,165000,471,440,3,150000,119,No,Gujarat,Ahmedabad,95.0,Salaried,70,Banker
59,Female,130000,656,340,6,61003,112,Yes,Kerala,Thiruvananthapuram,95.0,Student,77,Student
23,Male,65000,507,142,3,150000,103,No,Uttar Pradesh,Lucknow,86.18598561611958,Freelancer,73,Graphic Designer
26,Male,20000,352,561,0,92503,49,No,Uttar Pradesh,Kanpur,60.30893404719914,Salaried,53,Software Engineer
36,Female,55000,480,425,3,118598,99,No,Telangana,Hyderabad,59.141779370752396,Self-Employed,67,Contractor
57,Male,34000,540,17,4,61755,62,No,Tamil Nadu,Chennai,70.98537229246429,Salaried,76,Teacher
42,Female,63000,695,135,7,150000,245,Yes,Rajasthan,Udaipur,92.77929217120982,Freelancer,75,Writer
52,Female,122000,411,412,2,150000,97,No,Kerala,Kochi,92.93207464236906,Salaried,48,Doctor
34,Male,80000,655,345,6,94210,165,Yes,Uttar Pradesh,Kanpur,69.84561742624234,Salaried,95,Software Engineer
52,Male,102000,803,450,9,150000,207,Yes,Maharashtra,Pune,40.0,Salaried,90,Teacher
21,Male,60000,660,33,6,123750,300,Yes,Rajasthan,Jaipur,95.0,Salaried,85,Software Engineer
42,Female,100000,433,332,2,150000,22,No,West Bengal,Kolkata,95.0,Salaried,56,Doctor
56,Male,75000,454,460,2,150000,26,No,Karnataka,Bengaluru,62.60805246194823,Unemployed,67,NA
40,Male,95000,596,344,5,56533,19,No,Delhi,New Delhi,95.0,Salaried,74,Civil Servant
65,Female,148000,701,548,7,150000,280,Yes,Gujarat,Surat,40.0,Salaried,98,Banker
21,Male,50000,501,86,3,150000,31,No,Gujarat,Ahmedabad,95.0,Self-Employed,65,Farmer
32,Female,62000,692,576,7,95130,131,Yes,Tamil Nadu,Coimbatore,90.44372521391712,Salaried,93,Civil Servant
50,Male,47000,545,185,4,63029,23,No,Karnataka,Mysuru,85.20933614713144,Salaried,83,Civil Servant
26,Female,76000,712,554,7,79845,325,Yes,Gujarat,Nellikuppam,40.31383650649481,Unemployed,100,NA
30,Female,19000,577,258,5,18368,31,No,Uttar Pradesh,Kanpur,95.0,Salaried,55,Civil Servant
57,Female,99000,598,13,5,150000,80,No,Uttar Pradesh,Kanpur,95.0,Self-Employed,51,Farmer
21,Male,62000,426,191,2,34600,110,No,Gujarat,Surat,87.20007155050197,Salaried,39,Civil Servant
25,Female,64000,648,604,6,150000,199,No,West Bengal,Bishanpura,87.69684549651029,Student,73,Student
51,Male,29000,747,366,8,56700,258,Yes,Maharashtra,Mumbai,46.02203515180878,Self-Employed,100,Business Owner
48,Male,93000,472,464,3,150000,33,No,Karnataka,Bengaluru,73.39118634880711,Self-Employed,81,Business Owner
60,Female,126000,415,279,2,53398,98,No,Maharashtra,Nagpur,77.91499016202886,Self-Employed,50,Business Owner
51,Female,61000,850,432,10,94775,281,Yes,Delhi,New Delhi,40.0,Self-Employed,93,Farmer
42,Female,122000,806,354,9,145776,329,Yes,Maharashtra,Nagpur,40.90648282519433,Salaried,100,Software Engineer
59,Male,117000,399,611,1,150000,13,No,West Bengal,Kolkata,95.0,Self-Employed,23,Business Owner
47,Male,100000,850,391,10,148892,65,Yes,West Bengal,Kolkata,76.61299230631367,Self-Employed,91,Contractor
28,Female,44000,589,457,5,62144,26,No,Uttar Pradesh,Dhulagori,79.62962777100614,Salaried,85,Teacher
26,Male,63000,753,279,8,150000,327,Yes,Maharashtra,Manjari,48.94775209417459,Salaried,100,Doctor
20,Female,27000,371,179,1,83408,110,No,Tamil Nadu,Chennai,73.42288333152484,Self-Employed,62,Contractor
44,Female,89000,470,219,3,150000,18,No,West Bengal,Kolkata,95.0,Unemployed,52,NA
34,Male,95000,654,218,6,89863,311,Yes,Kerala,Thiruvananthapuram,95.0,Freelancer,70,Writer
18,Female,30000,850,563,10,89223,316,Yes,Maharashtra,Pune,54.79641901881462,Salaried,95,Doctor
46,Female,126000,850,563,10,150000,138,Yes,Uttar Pradesh,Manjari,48.71415688230432,Salaried,100,Civil Servant
55,Other,74000,503,593,3,93896,87,No,Tamil Nadu,Coimbatore,95.0,Salaried,51,Software Engineer
28,Female,36000,300,129,0,37481,37,No,Uttar Pradesh,Dhulagori,95.0,Self-Employed,21,Contractor
65,Male,139000,657,427,6,95717,120,Yes,West Bengal,Kolkata,52.48617612438656,Salaried,100,Software Engineer
26,Male,62000,629,240,5,150000,289,No,Tamil Nadu,Coimbatore,95.0,Self-Employed,90,Business Owner
64,Male,41000,550,548,4,95740,77,No,Delhi,New Delhi,64.81839606162102,Self-Employed,73,Business Owner
18,Male,28000,539,427,4,45768,23,No,Tamil Nadu,Bishanpura,56.17764598643919,Freelancer,98,Photographer
49,Female,134000,771,87,8,115046,202,Yes,Telangana,Hyderabad,40.0,Salaried,100,Banker
32,Male,73000,850,219,10,150000,342,Yes,West Bengal,Kolkata,85.69121386148163,Self-Employed,99,Contractor
29,Male,51000,710,472,7,122014,89,Yes,Rajasthan,Udaipur,40.0,Unemployed,90,NA
61,Other,77000,757,353,8,70488,287,Yes,Karnataka,Mysuru,40.0,Salaried,95,Banker
35,Male,30000,300,326,0,17196,103,No,Uttar Pradesh,Lucknow,53.21468886447819,Unemployed,53,NA
33,Female,67000,300,77,0,143589,58,No,Telangana,Hyderabad,95.0,Student,0,Student
53,Male,130000,452,592,2,150000,104,No,Telangana,Hyderabad,51.77336367137943,Salaried,98,Teacher
26,Male,35000,810,105,9,19945,67,Yes,Maharashtra,Pune,78.90969900381577,Self-Employed,98,Shopkeeper
38,Male,105000,781,151,8,121065,359,Yes,West Bengal,Bishanpura,59.05363064119189,Freelancer,95,Writer
40,Male,21000,310,244,0,35752,117,No,Telangana,Hyderabad,50.96512591407075,Self-Employed,43,Contractor
44,Male,24000,714,21,7,67314,226,Yes,Delhi,New Delhi,50.24139415322189,Salaried,100,Software Engineer
21,Female,14000,787,405,8,35159,69,Yes,Tamil Nadu,Chennai,61.32869468493317,Salaried,92,Banker
50,Male,71000,579,78,5,120283,54,No,Maharashtra,Nagpur,76.3657007962419,Salaried,81,Civil Servant
29,Female,78000,528,538,4,68710,38,No,Gujarat,Ahmedabad,95.0,Self-Employed,39,Contractor
20,Female,53000,626,367,5,72347,346,No,Rajasthan,Channarayapatna,58.157066858396526,Salaried,100,Software Engineer
61,Female,138000,532,500,4,62101,12,No,Uttar Pradesh,Kanpur,95.0,Self-Employed,40,Farmer
27,Female,35000,464,608,2,140282,56,No,Kerala,Thiruvananthapuram,62.2082102252971,Freelancer,65,Writer
19,Female,55000,380,608,1,78452,43,No,Delhi,Manjari,66.17626297103766,Salaried,73,Civil Servant
28,Male,31000,392,121,1,93127,32,No,Kerala,Kochi,66.02193269639464,Salaried,56,Civil Servant
49,Female,96000,694,23,7,121850,336,Yes,Rajasthan,Jaipur,84.60317388110562,Self-Employed,100,Business Owner
24,Female,69000,447,186,2,41123,24,No,West Bengal,Kolkata,72.64204388739128,Self-Employed,53,Business Owner
21,Female,43000,300,207,0,62798,20,No,Uttar Pradesh,Dhulagori,92.72499364786162,Salaried,36,Doctor
47,Male,109000,833,519,9,113713,334,Yes,Gujarat,Ahmedabad,80.920481478526,Salaried,100,Banker
50,Female,69000,850,520,10,150000,129,Yes,Kerala,Nellikuppam,55.244355896432936,Salaried,100,Doctor
30,Male,36000,621,30,5,26770,115,No,Delhi,New Delhi,83.60064672277453,Salaried,96,Civil Servant
49,Female,125000,663,507,6,82338,145,Yes,Kerala,Thiruvananthapuram,69.98012453696353,Salaried,100,Teacher
39,Female,66000,464,78,2,91354,51,No,West Bengal,Kolkata,95.0,Salaried,69,Civil Servant
18,Male,16000,747,428,8,49019,116,Yes,West Bengal,Nellikuppam,76.37224445767868,Salaried,100,Software Engineer
38,Female,93000,448,509,2,150000,101,No,Rajasthan,Manjari,65.72299064455846,Self-Employed,67,Shopkeeper
31,Other,18000,556,584,4,61596,93,No,Delhi,New Delhi,77.1426429898876,Unemployed,74,NA
26,Male,53000,723,583,7,80448,103,Yes,Maharashtra,Mumbai,51.95263211569623,Salaried,100,Teacher
70,Female,176000,448,259,2,150000,90,No,Uttar Pradesh,Kanpur,77.12460490017662,Self-Employed,62,Business Owner
36,Male,37000,846,21,9,139571,229,Yes,West Bengal,Kolkata,64.84125436943495,Salaried,94,Teacher
62,Female,42000,762,268,8,26436,296,Yes,Kerala,Thiruvananthapuram,74.15254357563536,Salaried,100,Software Engineer
41,Male,40000,799,105,9,52027,73,Yes,Gujarat,Channarayapatna,43.335568798918345,Salaried,97,Teacher
20,Female,51000,778,459,8,150000,239,Yes,Delhi,New Delhi,56.272421396284926,Self-Employed,98,Business Owner
45,Female,132000,850,247,10,114773,335,Yes,Gujarat,Ahmedabad,65.45159723569036,Salaried,100,Teacher
36,Male,36000,300,271,0,44695,59,No,Uttar Pradesh,Lucknow,50.030632928738484,Self-Employed,75,Contractor
54,Other,107000,511,194,3,73577,48,No,Delhi,New Delhi,68.58153773939883,Freelancer,83,Photographer
66,Female,197000,850,21,10,150000,211,Yes,West Bengal,Kolkata,56.268059487865045,Self-Employed,100,Farmer
25,Female,66000,432,244,2,141690,44,No,Gujarat,Surat,93.61966362409045,Salaried,42,Doctor
43,Female,117000,850,203,10,82573,359,Yes,Telangana,Hyderabad,55.579857882932316,Salaried,99,Civil Servant
61,Other,108000,606,209,5,59829,81,No,Kerala,Nellikuppam,55.68145395684995,Self-Employed,100,Business Owner
32,Female,27000,386,77,1,41598,32,No,Kerala,Thiruvananthapuram,54.469649490544,Salaried,80,Teacher
35,Female,55000,483,242,3,150000,68,No,Tamil Nadu,Chennai,95.0,Self-Employed,31,Farmer
68,Male,196000,401,534,1,150000,89,No,Kerala,Thiruvananthapuram,95.0,Freelancer,47,Writer
45,Male,97000,300,261,0,150000,16,No,Maharashtra,Nagpur,69.94091387612137,Self-Employed,24,Shopkeeper
56,Female,101000,744,516,8,150000,289,Yes,Maharashtra,Pune,40.0,Salaried,97,Banker
29,Female,23000,301,224,0,86572,62,No,West Bengal,Bishanpura,95.0,Salaried,27,Doctor
51,Male,88000,364,135,1,57622,92,No,Gujarat,Surat,57.398687666921816,Self-Employed,55,Farmer
51,Female,32000,300,128,0,136226,85,No,West Bengal,Kolkata,73.45923348740314,Student,44,Student
65,Female,141000,492,42,3,150000,69,No,Delhi,New Delhi,82.73898735344561,Self-Employed,56,Business Owner
42,Male,25000,386,218,1,38242,114,No,West Bengal,Bishanpura,85.06350839169436,Freelancer,22,Writer
30,Female,79000,842,376,9,150000,277,Yes,Karnataka,Bengaluru,40.0,Salaried,100,Doctor
24,Female,59000,474,410,3,150000,22,No,Delhi,New Delhi,60.74672880398033,Salaried,88,Banker
32,Female,77000,705,210,7,150000,313,Yes,Telangana,Bishanpura,78.77039633894239,Self-Employed,85,Business Owner
53,Female,72000,385,130,1,69988,54,No,Telangana,Hyderabad,80.3171203633836,Self-Employed,56,Shopkeeper
38,Male,97000,508,47,3,73150,74,No,Tamil Nadu,Chennai,95.0,Salaried,44,Banker
68,Female,123000,766,61,8,85627,139,Yes,Maharashtra,Mumbai,40.0,Salaried,100,Teacher
42,Female,48000,745,544,8,110558,138,Yes,Telangana,Hyderabad,54.9345762172303,Salaried,100,Teacher
59,Female,126000,490,526,3,89438,106,No,Delhi,New Delhi,91.95584710835642,Salaried,47,Software Engineer
68,Female,112000,427,101,2,150000,116,No,Gujarat,Surat,88.23478662543704,Salaried,74,Banker
44,Female,53000,584,49,5,30622,103,No,Delhi,New Delhi,84.47890381514404,Salaried,70,Civil Servant
47,Male,105000,798,75,9,57213,325,Yes,Delhi,New Delhi,51.21937908436753,Self-Employed,100,Shopkeeper
61,Male,129000,812,237,9,150000,319,Yes,Karnataka,Bengaluru,79.21224241165987,Salaried,100,Banker
57,Female,71000,575,593,5,84715,112,No,West Bengal,Kolkata,90.76167140817944,Salaried,78,Teacher
60,Female,177000,636,226,6,135732,245,No,West Bengal,Kolkata,81.01082575241713,Self-Employed,86,Farmer
22,Male,60000,381,386,1,57356,102,No,Uttar Pradesh,Manjari,87.05793055782883,Salaried,66,Civil Servant
70,Male,199000,685,311,7,123714,331,Yes,Kerala,Manjari,95.0,Salaried,95,Software Engineer
67,Male,95000,759,547,8,94267,70,Yes,Delhi,New Delhi,81.54788013203674,Self-Employed,98,Business Owner
50,Female,91000,627,182,5,86201,69,No,West Bengal,Kolkata,86.80682591710378,Self-Employed,74,Contractor
32,Other,94000,427,455,2,66674,70,No,Telangana,Hyderabad,87.31449592441894,Salaried,36,Civil Servant
29,Male,18000,373,306,1,56120,28,No,Maharashtra,Dhulagori,91.13916797248123,Self-Employed,48,Contractor
36,Male,62000,787,476,8,150000,358,Yes,Telangana,Hyderabad,40.0,Self-Employed,98,Farmer
70,Male,137000,850,557,10,60941,213,Yes,Telangana,Dhulagori,59.468121949727916,Self-Employed,100,Farmer
64,Female,65000,533,357,4,112705,13,No,Kerala,Manjari,71.52003021041936,Student,81,Student
39,Male,47000,718,608,7,87212,152,Yes,Karnataka,Bengaluru,78.53348150488438,Self-Employed,100,Contractor
40,Female,75000,455,222,2,67185,77,No,Delhi,New Delhi,95.0,Freelancer,44,Graphic Designer
35,Male,32000,534,91,4,75761,18,No,Rajasthan,Jaipur,54.60539871347054,Student,100,Student
60,Female,85000,372,409,1,150000,96,No,Karnataka,Mysuru,62.44113332785422,Student,45,Student
22,Male,37000,850,101,10,149537,199,Yes,West Bengal,Kolkata,40.0,Salaried,94,Banker
59,Male,82000,668,548,6,62960,226,Yes,Karnataka,Mysuru,95.0,Self-Employed,89,Shopkeeper
43,Female,73000,790,587,8,79104,264,Yes,Maharashtra,Mumbai,63.16625881731545,Salaried,91,Software Engineer
43,Male,66000,807,143,9,150000,319,Yes,Delhi,New Delhi,71.65959619405425,Student,93,Student
44,Female,50000,458,447,2,150000,89,No,Delhi,Channarayapatna,91.35704372878175,Freelancer,53,Writer
36,Male,90000,850,116,10,150000,276,Yes,Tamil Nadu,Coimbatore,40.0,Salaried,99,Software Engineer
18,Male,19000,608,572,5,38400,274,No,Telangana,Hyderabad,75.02134656341474,Salaried,92,Software Engineer
58,Male,55000,776,27,8,51222,359,Yes,Maharashtra,Pune,83.63760447701705,Salaried,100,Software Engineer
64,Other,137000,731,595,7,68912,116,Yes,Karnataka,Mysuru,70.25897406907437,Salaried,100,Software Engineer
19,Female,15000,500,98,3,42272,78,No,Maharashtra,Mumbai,53.00713466339922,Self-Employed,100,Contractor
53,Female,54000,300,360,0,150000,102,No,Karnataka,Bengaluru,72.29306875557975,Self-Employed,57,Business Owner
60,Male,133000,833,399,9,149553,310,Yes,Gujarat,Ahmedabad,40.0,Unemployed,100,NA
56,Male,162000,531,343,4,150000,13,No,West Bengal,Kolkata,72.03307122932915,Self-Employed,62,Shopkeeper
51,Female,96000,541,272,4,66903,49,No,Tamil Nadu,Coimbatore,53.71908258824823,Salaried,92,Civil Servant
70,Male,93000,366,592,1,150000,91,No,Tamil Nadu,Coimbatore,79.01179121609609,Self-Employed,57,Farmer
48,Female,76000,661,263,6,107520,345,Yes,Karnataka,Mysuru,95.0,Salaried,95,Banker
23,Female,48000,805,604,9,105250,277,Yes,Maharashtra,Mumbai,74.36242945461512,Salaried,100,Software Engineer
57,Male,68000,391,607,1,130776,61,No,West Bengal,Bishanpura,77.43854134916144,Unemployed,51,NA
67,Female,61000,809,147,9,59715,151,Yes,Delhi,New Delhi,49.502279947979304,Salaried,91,Software Engineer
68,Female,119000,850,563,10,150000,312,Yes,Tamil Nadu,Coimbatore,63.64532819486408,Freelancer,100,Independent Consultant
41,Female,81000,371,385,1,62816,12,No,Maharashtra,Bishanpura,88.47599510875028,Freelancer,50,Independent Consultant
68,Female,95000,608,218,5,150000,161,No,Telangana,Hyderabad,70.14404381487807,Unemployed,66,NA
24,Male,62000,550,336,4,150000,118,No,Karnataka,Mysuru,64.29834952747771,Unemployed,94,NA
28,Female,28000,304,360,0,138579,63,No,Kerala,Thiruvananthapuram,56.45410354097896,Student,63,Student
66,Male,130000,389,418,1,84334,111,No,Uttar Pradesh,Kanpur,95.0,Salaried,36,Banker
25,Female,52000,607,339,5,139167,165,No,Rajasthan,Jaipur,52.22169963874765,Salaried,100,Civil Servant
56,Male,131000,833,536,9,85426,187,Yes,Tamil Nadu,Coimbatore,72.69129910925685,Salaried,100,Civil Servant
28,Male,43000,426,8,2,67793,23,No,West Bengal,Kolkata,69.29104184676221,Salaried,59,Software Engineer
66,Male,191000,842,179,9,100375,81,Yes,Rajasthan,Udaipur,85.11820228769439,Salaried,94,Banker
64,Male,171000,755,565,8,150000,83,Yes,Delhi,New Delhi,61.56172961633057,Salaried,100,Civil Servant
51,Female,55000,362,325,1,150000,21,No,Tamil Nadu,Coimbatore,87.40878609694872,Self-Employed,45,Shopkeeper
62,Female,124000,580,184,5,90730,110,No,Delhi,New Delhi,79.35096975194733,Salaried,77,Banker
48,Female,33000,506,289,3,34915,98,No,Uttar Pradesh,Kanpur,74.95189812541753,Salaried,95,Software Engineer
25,Male,37000,390,511,1,150000,86,No,Telangana,Hyderabad,55.68979585892626,Salaried,97,Doctor
25,Female,22000,705,244,7,102813,269,Yes,Maharashtra,Mumbai,40.0,Salaried,100,Banker
67,Female,71000,611,526,5,134904,113,No,Tamil Nadu,Channarayapatna,81.6681756404035,Salaried,100,Doctor
53,Male,35000,587,436,5,47073,69,No,Uttar Pradesh,Kanpur,54.20481536615059,Self-Employed,96,Contractor
41,Male,32000,756,412,8,95214,346,Yes,Gujarat,Ahmedabad,71.79798497130633,Self-Employed,95,Shopkeeper
68,Female,119000,850,274,10,150000,164,Yes,Maharashtra,Nagpur,65.32842019178747,Self-Employed,100,Shopkeeper
49,Male,51000,392,511,1,79292,51,No,Kerala,Bishanpura,79.84017764975798,Salaried,59,Teacher
62,Male,111000,409,169,1,120546,68,No,West Bengal,Kolkata,81.22179564438206,Self-Employed,61,Business Owner
68,Male,73000,354,218,0,150000,70,No,Rajasthan,Udaipur,85.928594845091,Salaried,49,Teacher
25,Male,69000,300,222,0,45376,117,No,Uttar Pradesh,Dhulagori,87.91304423427505,Student,26,Student
29,Male,32000,509,383,3,68114,31,No,Karnataka,Bengaluru,92.28806728464484,Self-Employed,68,Farmer
67,Male,129000,525,594,4,84166,43,No,Karnataka,Mysuru,82.84620616157876,Salaried,62,Banker
39,Male,114000,610,127,5,125824,307,No,Tamil Nadu,Coimbatore,68.32372628339711,Salaried,95,Teacher
30,Male,53000,802,377,9,148733,302,Yes,Karnataka,Bengaluru,50.184041870176515,Salaried,100,Teacher
61,Female,167000,607,373,5,150000,90,No,West Bengal,Kolkata,69.52789657648839,Salaried,93,Teacher
19,Male,36000,491,353,3,111003,67,No,Gujarat,Surat,58.948423931892236,Self-Employed,100,Contractor
35,Male,20000,589,213,5,67612,85,No,Maharashtra,Mumbai,95.0,Salaried,62,Teacher
57,Male,87000,377,462,1,80924,62,No,Maharashtra,Pune,52.080576425107395,Salaried,67,Civil Servant
56,Male,35000,577,540,5,139312,14,No,Rajasthan,Manjari,92.60111239006184,Salaried,75,Civil Servant
29,Male,18000,339,103,0,45957,109,No,Kerala,Kochi,61.113731262988686,Self-Employed,41,Shopkeeper
60,Female,167000,425,327,2,112488,71,No,Rajasthan,Udaipur,81.15612796903795,Self-Employed,66,Farmer
50,Female,97000,735,487,7,150000,267,Yes,Telangana,Hyderabad,58.99568644587431,Salaried,100,Doctor
42,Male,93000,440,447,2,120169,80,No,Uttar Pradesh,Kanpur,95.0,Salaried,33,Banker
47,Female,24000,581,115,5,120087,97,No,Uttar Pradesh,Lucknow,79.51204563369649,Student,86,Student
68,Male,87000,478,240,3,150000,118,No,Rajasthan,Udaipur,95.0,Salaried,74,Banker
57,Male,71000,474,531,3,150000,12,No,Tamil Nadu,Chennai,72.85377529889686,Salaried,69,Civil Servant
40,Female,98000,400,70,1,75039,22,No,Gujarat,Surat,64.60303902503804,Salaried,54,Teacher
44,Female,38000,454,517,2,98913,17,No,Kerala,Thiruvananthapuram,69.00401449001274,Salaried,98,Banker
66,Female,140000,717,542,7,150000,120,Yes,West Bengal,Kolkata,45.12831454277615,Salaried,100,Banker
19,Male,53000,655,265,6,42520,265,Yes,Uttar Pradesh,Kanpur,85.20962427113903,Salaried,88,Civil Servant
29,Male,39000,790,511,8,101947,238,Yes,Karnataka,Mysuru,53.74786860802797,Self-Employed,97,Shopkeeper
39,Female,95000,748,458,8,150000,136,Yes,Karnataka,Mysuru,64.00630143312023,Salaried,98,Banker
61,Female,152000,634,508,6,120599,85,No,Karnataka,Bengaluru,73.13777071114995,Self-Employed,90,Shopkeeper
57,Female,28000,709,577,7,71809,123,Yes,Uttar Pradesh,Kanpur,75.41609306173946,Self-Employed,91,Farmer
29,Male,81000,747,345,8,150000,253,Yes,Rajasthan,Manjari,81.15287948108873,Salaried,100,Software Engineer
42,Male,88000,524,87,4,140036,38,No,Telangana,Nellikuppam,58.90859293384119,Salaried,100,Teacher
69,Male,100000,533,233,4,76165,102,No,Tamil Nadu,Nellikuppam,66.81052543297349,Salaried,99,Teacher
21,Male,22000,559,492,4,86581,46,No,Kerala,Thiruvananthapuram,62.55679663068487,Self-Employed,100,Business Owner
57,Male,144000,698,565,7,150000,77,Yes,Tamil Nadu,Chennai,61.50233495952854,Salaried,93,Software Engineer
38,Male,24000,452,74,2,43005,70,No,Delhi,New Delhi,77.49576663811504,Salaried,66,Civil Servant
50,Female,44000,404,127,1,143042,107,No,Uttar Pradesh,Lucknow,95.0,Unemployed,41,NA
44,Female,77000,767,258,8,150000,339,Yes,Delhi,Manjari,83.07545492832513,Self-Employed,100,Farmer
61,Male,165000,808,196,9,150000,309,Yes,Tamil Nadu,Coimbatore,40.0,Self-Employed,92,Business Owner
66,Male,115000,587,369,5,148042,42,No,Uttar Pradesh,Kanpur,89.0288161087822,Salaried,99,Civil Servant
49,Female,44000,694,221,7,149270,263,Yes,Kerala,Kochi,87.28335894275901,Student,68,Student
68,Female,149000,792,402,8,69203,284,Yes,West Bengal,Kolkata,60.022101556927964,Salaried,100,Doctor
61,Male,42000,364,207,1,82873,30,No,Karnataka,Bengaluru,67.54923407693337,Salaried,73,Doctor
30,Female,77000,312,236,0,150000,119,No,Maharashtra,Mumbai,84.08437372048526,Salaried,40,Banker
54,Female,157000,575,389,5,143214,107,No,Uttar Pradesh,Lucknow,63.83292878062767,Self-Employed,93,Shopkeeper
48,Female,81000,614,275,5,75184,124,No,Uttar Pradesh,Kanpur,85.37058051611987,Freelancer,87,Writer
23,Female,35000,300,176,0,100623,54,No,West Bengal,Kolkata,60.99553043800335,Salaried,43,Teacher
61,Male,109000,767,227,8,97222,69,Yes,West Bengal,Kolkata,59.43925735673915,Freelancer,100,Photographer
49,Other,48000,300,55,0,106241,115,No,Tamil Nadu,Coimbatore,51.66299672957115,Salaried,64,Banker
36,Male,44000,565,239,4,66108,106,No,West Bengal,Kolkata,68.86070571443054,Self-Employed,92,Farmer
61,Female,179000,850,179,10,131887,192,Yes,Kerala,Thiruvananthapuram,63.250867632979975,Self-Employed,91,Shopkeeper
43,Female,74000,749,350,8,50955,301,Yes,Delhi,New Delhi,40.0,Student,100,Student
64,Female,161000,447,152,2,150000,114,No,West Bengal,Kolkata,92.88298381620282,Salaried,48,Banker
58,Female,86000,411,279,2,69161,114,No,Tamil Nadu,Coimbatore,66.21335513921251,Unemployed,42,NA
31,Female,54000,722,435,7,107141,296,Yes,Delhi,New Delhi,43.20785023716566,Salaried,100,Teacher
66,Female,153000,524,292,4,150000,74,No,Tamil Nadu,Chennai,57.30629784500119,Salaried,98,Software Engineer
21,Male,20000,525,486,4,27213,80,No,Rajasthan,Jaipur,64.9009631032561,Self-Employed,77,Shopkeeper
66,Female,196000,456,578,2,150000,43,No,Telangana,Hyderabad,77.86517470057638,Salaried,86,Software Engineer
19,Male,34000,647,600,6,127441,283,No,Uttar Pradesh,Lucknow,60.02247114727072,Self-Employed,100,Business Owner
54,Female,141000,850,373,10,150000,243,Yes,Tamil Nadu,Manjari,70.91462213105847,Salaried,100,Civil Servant
58,Female,117000,412,346,2,79492,56,No,West Bengal,Kolkata,71.56515596097383,Self-Employed,55,Contractor
49,Female,30000,736,605,7,38177,223,Yes,Uttar Pradesh,Kanpur,61.72808565883123,Salaried,100,Software Engineer
60,Male,118000,810,501,9,78293,338,Yes,Rajasthan,Udaipur,40.0,Salaried,99,Software Engineer
23,Male,62000,424,436,2,115829,20,No,Kerala,Kochi,74.77070147247164,Unemployed,42,NA
51,Female,134000,384,358,1,150000,58,No,Karnataka,Bengaluru,95.0,Salaried,55,Civil Servant
18,Male,17000,300,132,0,88002,86,No,Karnataka,Mysuru,66.04449518378624,Self-Employed,33,Farmer
22,Female,23000,406,590,1,96613,100,No,Uttar Pradesh,Lucknow,74.87757364128431,Self-Employed,36,Shopkeeper
38,Female,37000,499,286,3,138122,70,No,Gujarat,Ahmedabad,87.01447790637036,Salaried,86,Banker
43,Male,56000,489,360,3,82693,109,No,Gujarat,Bishanpura,86.16978896904732,Salaried,66,Banker
51,Female,97000,395,25,1,150000,43,No,Kerala,Kochi,83.90051771469865,Self-Employed,52,Contractor
19,Male,36000,850,451,10,47707,247,Yes,Delhi,New Delhi,59.291238421167634,Self-Employed,90,Shopkeeper
35,Female,61000,748,429,8,150000,65,Yes,Gujarat,Bishanpura,75.78213191645511,Salaried,98,Doctor
48,Female,75000,682,105,6,50059,135,Yes,Karnataka,Bengaluru,95.0,Salaried,94,Doctor
